time,sensor1,sensor2,sensor3,sensor4,true
1679665356,38.991606,38.991591,38.991603,38.991568,38.99151691
1679665357,38.991604,38.991586,38.9916,38.991563,38.99151455
1679665358,38.991602,38.991583,38.991596,38.99156,38.9915122
1679665359,38.9916,38.991578,38.991596,38.991557,38.99150984
1679665360,38.9916,38.991573,38.991596,38.991552,38.99150749
1679665361,38.991599,38.991566,38.991595,38.991548,38.99150513
1679665362,38.9915,38.991561,38.991688,38.991647,38.99150277
1679665363,38.9916,38.991561,38.991583,38.991546,38.99150042
1679665364,38.991599,38.991553,38.991578,38.991544,38.99149806
1679665365,38.991596,38.991553,38.991576,38.991541,38.99149571
1679665366,38.991594,38.991551,38.991575,38.991541,38.99149335
1679665367,38.991592,38.99155,38.991571,38.991539,38.99149099
1679665368,38.991589,38.99155,38.99157,38.991536,38.99148864
1679665369,38.991584,38.99155,38.991568,38.991534,38.99148628
1679665370,38.991579,38.991546,38.991565,38.991531,38.99148393
1679665372,38.991574,38.991546,38.991563,38.991523,38.99147921
1679665373,38.991565,38.991545,38.991565,38.99152,38.99147686
1679665374,38.991561,38.991545,38.991563,38.991517,38.9914745
1679665375,38.991556,38.991541,38.991562,38.991515,38.99147215
1679665376,38.991554,38.99154,38.991565,38.991513,38.99146979
1679665377,38.991553,38.991538,38.991565,38.991509,38.99146743
1679665378,38.991554,38.99153,38.991562,38.991507,38.99146508
1679665379,38.991555,38.991528,38.991557,38.991505,38.99146272
1679665380,38.991554,38.991527,38.991555,38.991502,38.99146037
1679665381,38.991553,38.991525,38.991552,38.991501,38.99145801
1679665382,38.991551,38.991522,38.99155,38.9915,38.99145565
1679665383,38.991549,38.99152,38.991549,38.991497,38.9914533
1679665384,38.991547,38.991517,38.991545,38.991493,38.99145094
1679665385,38.991546,38.991515,38.991537,38.991489,38.99144859
1679665386,38.991544,38.991512,38.991532,38.991486,38.99144623
1679665387,38.991541,38.991508,38.99153,38.991482,38.99144387
1679665388,38.991539,38.991503,38.991525,38.991478,38.99144152
1679665390,38.991537,38.9915,38.991514,38.991472,38.99143681
1679665391,38.991529,38.991498,38.99151,38.991468,38.99143445
1679665392,38.991524,38.991493,38.991507,38.991464,38.99143209
1679665393,38.991522,38.991495,38.991505,38.991461,38.99142974
1679665394,38.99152,38.991497,38.991504,38.991458,38.99142738
1679665395,38.991516,38.991494,38.991498,38.991455,38.99142503
1679665396,38.991512,38.991495,38.991495,38.991453,38.99142267
1679665397,38.991508,38.991494,38.991494,38.991453,38.99142031
1679665398,38.991504,38.991487,38.99149,38.991452,38.99141796
1679665399,38.991499,38.991482,38.991489,38.991451,38.9914156
1679665400,38.991495,38.991482,38.991485,38.99145,38.99141325
1679665401,38.991494,38.99148,38.991484,38.991449,38.99141089
1679665402,38.991493,38.991477,38.991481,38.991449,38.99140853
1679665403,38.991494,38.991477,38.991479,38.991449,38.99140618
1679665404,38.991493,38.991477,38.991475,38.991446,38.99140382
1679665405,38.991492,38.991477,38.991472,38.991443,38.99140147
1679665406,38.99149,38.991475,38.991471,38.991439,38.99139911
1679665408,38.991486,38.991477,38.991462,38.99143,38.9913944
1679665409,38.991476,38.991472,38.991459,38.991428,38.99139204
1679665410,38.99147,38.991467,38.991454,38.991427,38.99138969
1679665411,38.991465,38.991464,38.991451,38.991422,38.99138733
1679665412,38.991461,38.991461,38.991447,38.991418,38.99138497
1679665413,38.991456,38.991456,38.991446,38.991415,38.99138262
1679665414,38.991452,38.991456,38.991444,38.991414,38.99138026
1679665415,38.991447,38.991454,38.991444,38.99141,38.99137791
1679665416,38.991443,38.991456,38.991441,38.991407,38.99137555
1679665417,38.991439,38.991452,38.991437,38.991403,38.99137319
1679665418,38.991435,38.991449,38.991436,38.9914,38.99137084
1679665419,38.991431,38.991449,38.991434,38.991396,38.99136848
1679665420,38.991426,38.991441,38.991432,38.991393,38.99136613
1679665421,38.991424,38.991437,38.991431,38.991391,38.99136377
1679665422,38.99142,38.991432,38.991428,38.991387,38.99136141
1679665423,38.991419,38.991431,38.991424,38.991384,38.99135906
1679665424,38.991417,38.991426,38.991419,38.99138,38.9913567
1679665426,38.991418,38.991423,38.991411,38.991375,38.99135199
1679665427,38.991417,38.991416,38.991408,38.991372,38.99134963
1679665428,38.991417,38.991413,38.991404,38.991369,38.99134728
1679665429,38.991416,38.991414,38.991401,38.991368,38.99134492
1679665430,38.991416,38.991414,38.991399,38.991365,38.99134257
1679665431,38.991414,38.991413,38.991398,38.991361,38.99134021
1679665432,38.991411,38.991409,38.991396,38.991358,38.99133785
1679665433,38.991408,38.991406,38.991391,38.991356,38.9913355
1679665434,38.991405,38.991403,38.991386,38.991355,38.99133314
1679665435,38.991401,38.991403,38.991381,38.991354,38.99133079
1679665436,38.991399,38.991403,38.991374,38.991351,38.99132843
1679665437,38.991396,38.991403,38.991371,38.991347,38.99132607
1679665438,38.991392,38.991401,38.991369,38.991343,38.99132372
1679665439,38.991388,38.991399,38.99137,38.991339,38.99132136
1679665440,38.991385,38.991399,38.991365,38.991335,38.99131901
1679665441,38.991382,38.991399,38.991358,38.991332,38.99131665
1679665442,38.991378,38.991396,38.991351,38.991329,38.99131429
1679665444,38.991373,38.991393,38.991345,38.991324,38.99130958
1679665445,38.991367,38.991391,38.991345,38.991322,38.99130723
1679665446,38.991364,38.991386,38.991343,38.99132,38.99130487
1679665447,38.991361,38.991385,38.991341,38.991316,38.99130251
1679665448,38.991359,38.991381,38.99134,38.991312,38.99130016
1679665449,38.991357,38.991376,38.99134,38.991309,38.9912978
1679665450,38.991354,38.991373,38.991336,38.991307,38.99129545
1679665451,38.991351,38.99137,38.991333,38.991305,38.99129309
1679665452,38.99135,38.991365,38.991331,38.991303,38.99129073
1679665453,38.99135,38.991361,38.99133,38.991301,38.99128838
1679665454,38.99135,38.991356,38.99133,38.991298,38.99128602
1679665455,38.99135,38.991355,38.991326,38.991296,38.99128366
1679665456,38.991348,38.991351,38.991325,38.991293,38.99128131
1679665457,38.991345,38.99135,38.991322,38.991292,38.99127895
1679665458,38.991341,38.991348,38.991318,38.99129,38.9912766
1679665459,38.991337,38.991345,38.991313,38.991289,38.99127424
1679665460,38.991333,38.991342,38.991312,38.991287,38.99127188
1679665462,38.991329,38.991338,38.991305,38.991283,38.99126717
1679665463,38.991321,38.991335,38.991303,38.99128,38.99126482
1679665464,38.991317,38.991333,38.991302,38.991278,38.99126246
1679665465,38.991312,38.991332,38.991299,38.991275,38.9912601
1679665466,38.991307,38.991333,38.991299,38.991273,38.99125775
1679665467,38.991302,38.991333,38.991297,38.991271,38.99125539
1679665468,38.991297,38.991332,38.991295,38.991269,38.99125304
1679665469,38.991294,38.991328,38.991293,38.991265,38.99125068
1679665470,38.991291,38.991328,38.99129,38.991264,38.99124832
1679665471,38.991288,38.991327,38.991289,38.991262,38.99124597
1679665472,38.991286,38.991322,38.991287,38.991262,38.99124361
1679665473,38.991284,38.991319,38.991282,38.991259,38.99124126
1679665474,38.991283,38.991315,38.991282,38.991256,38.9912389
1679665475,38.991281,38.99131,38.991278,38.991255,38.99123654
1679665476,38.991278,38.99131,38.991275,38.991253,38.99123419
1679665477,38.991275,38.991309,38.99127,38.991252,38.99123183
1679665478,38.991272,38.991312,38.991269,38.991249,38.99122948
1679665480,38.991269,38.991307,38.991262,38.991243,38.99122476
1679665481,38.991263,38.991305,38.991259,38.991243,38.99122241
1679665482,38.991261,38.9913,38.991257,38.991243,38.99122005
1679665483,38.991261,38.991296,38.991254,38.991242,38.9912177
1679665484,38.99126,38.99129,38.991252,38.991241,38.99121534
1679665485,38.991259,38.991287,38.991247,38.991242,38.99121298
1679665486,38.991259,38.991286,38.991244,38.991242,38.99121063
1679665487,38.991257,38.991284,38.991241,38.991239,38.99120827
1679665488,38.991255,38.991282,38.991237,38.991233,38.99120592
1679665489,38.991253,38.991277,38.991235,38.991227,38.99120356
1679665490,38.991251,38.991274,38.991234,38.991223,38.9912012
1679665491,38.991246,38.991275,38.991234,38.99122,38.99119885
1679665492,38.991241,38.99127,38.991231,38.991219,38.99119649
1679665493,38.991237,38.991269,38.991226,38.991216,38.99119414
1679665494,38.991235,38.991264,38.991224,38.991211,38.99119178
1679665495,38.991234,38.991261,38.991221,38.991209,38.99118942
1679665496,38.991233,38.991255,38.991219,38.991206,38.99118707
1679665498,38.991231,38.991251,38.991216,38.991197,38.99118236
1679665499,38.991227,38.991249,38.991212,38.991193,38.99118
1679665500,38.991222,38.991246,38.991206,38.99119,38.99118
1679665501,38.991213,38.991249,38.991197,38.991181,38.99117065
1679665502,38.991204,38.991244,38.991196,38.991171,38.9911613
1679665503,38.991193,38.991242,38.991191,38.991161,38.99115195
1679665504,38.991181,38.991236,38.991181,38.991151,38.9911426
1679665505,38.991169,38.991227,38.991167,38.991142,38.99113325
1679665506,38.991161,38.991217,38.991156,38.991134,38.9911239
1679665507,38.99115,38.991207,38.991146,38.991127,38.99111455
1679665508,38.991141,38.991196,38.991134,38.991119,38.9911052
1679665509,38.991132,38.991186,38.991127,38.991108,38.99109585
1679665510,38.991123,38.991171,38.991119,38.991097,38.99108651
1679665511,38.991114,38.991161,38.991107,38.991087,38.99107716
1679665512,38.991106,38.991147,38.991096,38.991079,38.99106781
1679665513,38.991094,38.991132,38.991086,38.991075,38.99105846
1679665514,38.991086,38.991117,38.991076,38.991068,38.99104911
1679665516,38.991077,38.991091,38.991054,38.991045,38.99103041
1679665517,38.991058,38.991079,38.991044,38.991029,38.99102106
1679665518,38.99105,38.991067,38.991032,38.99102,38.99101171
1679665519,38.99104,38.991056,38.991022,38.991011,38.99100236
1679665520,38.991029,38.991042,38.991012,38.991005,38.99099301
1679665521,38.99102,38.991031,38.991002,38.990996,38.99098366
1679665522,38.991009,38.991017,38.990992,38.990985,38.99097431
1679665523,38.990998,38.991007,38.990984,38.990974,38.99096496
1679665524,38.990988,38.990996,38.990974,38.990961,38.99095561
1679665525,38.99098,38.990984,38.990964,38.99095,38.99094626
1679665526,38.990973,38.990977,38.990954,38.99094,38.99093691
1679665527,38.990967,38.990961,38.990946,38.990932,38.99092756
1679665528,38.990957,38.990951,38.990935,38.990923,38.99091821
1679665529,38.990946,38.990942,38.990926,38.990915,38.99090887
1679665530,38.99094,38.990935,38.990914,38.990905,38.99089952
1679665531,38.990931,38.990927,38.990902,38.990897,38.99089017
1679665532,38.990921,38.990922,38.990892,38.990888,38.99088082
1679665534,38.99091,38.990899,38.990872,38.990869,38.99086212
1679665535,38.990889,38.990887,38.990862,38.990863,38.99085277
1679665536,38.990884,38.990877,38.99085,38.990858,38.99084342
1679665537,38.990876,38.990867,38.990839,38.990852,38.99083407
1679665538,38.990868,38.990859,38.990829,38.990844,38.99082472
1679665539,38.990857,38.990852,38.990822,38.990834,38.99081537
1679665540,38.990847,38.990844,38.990815,38.990821,38.99080602
1679665541,38.990835,38.990834,38.990805,38.990809,38.99079667
1679665542,38.990822,38.990824,38.990795,38.990802,38.99078732
1679665543,38.990812,38.990815,38.990787,38.990797,38.99077797
1679665544,38.990799,38.990807,38.990777,38.99079,38.99076862
1679665545,38.99079,38.990799,38.990767,38.990782,38.99075927
1679665546,38.990783,38.990792,38.990757,38.990774,38.99074992
1679665547,38.990775,38.990783,38.990749,38.990765,38.99074057
1679665548,38.990764,38.990773,38.990739,38.990754,38.99073123
1679665549,38.990753,38.990762,38.990731,38.990745,38.99072188
1679665550,38.990744,38.990755,38.99072,38.990736,38.99071253
1679665552,38.990734,38.990732,38.990702,38.99072,38.99069383
1679665553,38.990709,38.990722,38.990692,38.99071,38.99068448
1679665554,38.990698,38.990715,38.990682,38.990699,38.99067513
1679665555,38.990688,38.990705,38.990674,38.990688,38.99066578
1679665556,38.990678,38.990695,38.990664,38.990676,38.99065643
1679665557,38.990669,38.990685,38.990653,38.990664,38.99064708
1679665558,38.99066,38.990675,38.990645,38.990655,38.99063773
1679665559,38.990648,38.990668,38.990635,38.990645,38.99062838
1679665560,38.990635,38.990662,38.990625,38.990637,38.99061903
1679665561,38.990626,38.990655,38.990615,38.990627,38.99060968
1679665562,38.990617,38.990647,38.990607,38.990615,38.99060033
1679665563,38.990608,38.990639,38.990595,38.990602,38.99059098
1679665564,38.990595,38.990627,38.990587,38.990589,38.99058163
1679665565,38.990584,38.990617,38.990579,38.990576,38.99057228
1679665566,38.990576,38.990607,38.990569,38.990568,38.99056293
1679665567,38.990569,38.990598,38.990558,38.99056,38.99055359
1679665568,38.99056,38.990588,38.99055,38.99055,38.99054424
1679665570,38.990553,38.99057,38.99053,38.990533,38.99052554
1679665571,38.990536,38.99056,38.990522,38.990522,38.99051619
1679665572,38.990524,38.990548,38.990513,38.990512,38.99050684
1679665573,38.990513,38.99054,38.990503,38.990503,38.99049749
1679665574,38.990503,38.990533,38.990493,38.990494,38.99048814
1679665575,38.990494,38.990525,38.990485,38.990486,38.99047879
1679665576,38.990485,38.990516,38.990477,38.990479,38.99046944
1679665577,38.99048,38.990506,38.990467,38.990471,38.99046009
1679665578,38.990471,38.990497,38.990458,38.990461,38.99045074
1679665579,38.990461,38.990487,38.99045,38.990449,38.99044139
1679665580,38.990451,38.990478,38.99044,38.990438,38.99043204
1679665581,38.99044,38.990473,38.99043,38.990426,38.99042269
1679665582,38.990429,38.990465,38.99042,38.990416,38.99041334
1679665583,38.990418,38.990455,38.99041,38.990407,38.99040399
1679665584,38.990406,38.990445,38.9904,38.990397,38.99039464
1679665585,38.990399,38.990435,38.99039,38.990386,38.9903853
1679665586,38.990394,38.990423,38.990383,38.990376,38.99037595
1679665588,38.990386,38.990401,38.990365,38.990354,38.99035725
1679665589,38.990367,38.990393,38.990356,38.990342,38.9903479
1679665590,38.990356,38.990381,38.990348,38.990334,38.99033855
1679665591,38.990346,38.99037,38.990341,38.990324,38.9903292
1679665592,38.990334,38.99036,38.99033,38.990317,38.99031985
1679665593,38.990324,38.990348,38.99032,38.99031,38.9903105
1679665594,38.990316,38.99034,38.990308,38.990303,38.99030115
1679665595,38.990306,38.99033,38.9903,38.990294,38.9902918
1679665596,38.990295,38.990316,38.990291,38.990283,38.99028245
1679665597,38.990282,38.990303,38.990283,38.990273,38.9902731
1679665598,38.990271,38.990291,38.990273,38.990263,38.99026375
1679665599,38.990262,38.990278,38.990265,38.990253,38.9902544
1679665600,38.990253,38.990266,38.990253,38.990246,38.99024505
1679665601,38.990241,38.990258,38.990245,38.990238,38.9902357
1679665602,38.990231,38.990251,38.990234,38.990224,38.99022635
1679665603,38.990221,38.990243,38.990226,38.990213,38.990217
1679665604,38.990212,38.990233,38.990216,38.990199,38.99020766
1679665606,38.990203,38.990214,38.990201,38.990182,38.99018896
1679665607,38.99019,38.990208,38.990193,38.990173,38.99017961
1679665608,38.990184,38.990201,38.990183,38.990163,38.99017026
1679665609,38.990177,38.990193,38.990173,38.990152,38.99016091
1679665610,38.990168,38.990188,38.990164,38.990142,38.99015156
1679665611,38.990161,38.990179,38.990156,38.99013,38.99014221
1679665612,38.990155,38.990169,38.990144,38.99012,38.99013286
1679665613,38.990145,38.990163,38.990138,38.990111,38.99012351
1679665614,38.990134,38.990154,38.990128,38.990103,38.99011416
1679665615,38.990125,38.990146,38.990119,38.990094,38.99010481
1679665616,38.990116,38.990141,38.990113,38.990084,38.99009546
1679665617,38.990105,38.990133,38.990104,38.990075,38.99008611
1679665618,38.990095,38.990126,38.990098,38.990065,38.99007676
1679665619,38.990084,38.990118,38.990089,38.990056,38.99006741
1679665620,38.990073,38.990111,38.990083,38.990046,38.99005806
1679665621,38.990065,38.990103,38.990071,38.990037,38.99004871
1679665622,38.990056,38.990093,38.990062,38.990028,38.99003936
1679665624,38.990048,38.990076,38.990047,38.990008,38.99002067
1679665625,38.990031,38.990068,38.990037,38.989999,38.99001132
1679665626,38.990024,38.990059,38.990027,38.989992,38.99000197
1679665627,38.990014,38.990049,38.990017,38.989986,38.98999262
1679665628,38.990005,38.990041,38.990007,38.989977,38.98998327
1679665629,38.989994,38.990033,38.989999,38.98997,38.98997392
1679665630,38.989983,38.990026,38.989992,38.989961,38.98996457
1679665631,38.989974,38.990017,38.989984,38.989955,38.98995522
1679665632,38.989967,38.990009,38.989974,38.989948,38.98994587
1679665633,38.989959,38.990001,38.989962,38.989942,38.98993652
1679665634,38.98995,38.989996,38.989953,38.989939,38.98992717
1679665635,38.989945,38.989989,38.989946,38.989932,38.98991782
1679665636,38.989935,38.989981,38.989936,38.989922,38.98990847
1679665637,38.989926,38.989972,38.989926,38.989912,38.98989912
1679665638,38.989917,38.989966,38.989922,38.989904,38.98988977
1679665639,38.989909,38.989957,38.989916,38.989896,38.98988042
1679665640,38.989902,38.989951,38.989907,38.989887,38.98987107
1679665642,38.989893,38.989934,38.989886,38.989866,38.98985238
1679665643,38.989868,38.989924,38.989875,38.989855,38.98984303
1679665644,38.989858,38.989912,38.989865,38.989844,38.98983368
1679665645,38.989849,38.989904,38.989854,38.989832,38.98982433
