time,sensor1,sensor2,sensor3,sensor4,true
1679665646,38.989839,38.989894,38.989844,38.989822,38.98981498
1679665647,38.989829,38.989886,38.989834,38.989815,38.98980563
1679665648,38.989819,38.989877,38.989824,38.989808,38.98979628
1679665649,38.989811,38.989871,38.989812,38.9898,38.98978693
1679665650,38.989801,38.989864,38.989802,38.989791,38.98977758
1679665651,38.989793,38.989857,38.989792,38.989782,38.98976823
1679665652,38.989782,38.989845,38.989784,38.989772,38.98975888
1679665653,38.989771,38.98983,38.989771,38.989762,38.98974953
1679665654,38.989762,38.989816,38.98976,38.989753,38.98974018
1679665655,38.989754,38.989799,38.98975,38.989745,38.98973083
1679665656,38.989744,38.989787,38.98974,38.989738,38.98972148
1679665657,38.989736,38.989777,38.98973,38.98973,38.98971213
1679665658,38.98973,38.989764,38.989721,38.989717,38.98970278
1679665660,38.989723,38.989739,38.9897,38.989695,38.98968408
1679665661,38.989705,38.989729,38.98969,38.989685,38.98967474
1679665662,38.989696,38.989717,38.989682,38.989674,38.98966539
1679665663,38.989687,38.989705,38.989672,38.989664,38.98965604
1679665664,38.989676,38.989695,38.989662,38.989654,38.98964669
1679665665,38.989666,38.98968,38.989654,38.989643,38.98963734
1679665666,38.989657,38.989665,38.989645,38.989633,38.98962799
1679665667,38.989647,38.989652,38.989635,38.989623,38.98961864
1679665668,38.989638,38.98964,38.989627,38.989614,38.98960929
1679665669,38.989628,38.989632,38.989615,38.989603,38.98959994
1679665670,38.989618,38.989622,38.989605,38.989594,38.98959059
1679665671,38.98961,38.98961,38.989595,38.989584,38.98958124
1679665672,38.989601,38.9896,38.989585,38.989575,38.98957189
1679665673,38.989592,38.989592,38.989575,38.989566,38.98956254
1679665674,38.989582,38.989584,38.989567,38.989558,38.98955319
1679665675,38.989573,38.989578,38.989555,38.989548,38.98954384
1679665676,38.989566,38.989572,38.989545,38.989539,38.98953449
1679665678,38.989556,38.989552,38.989529,38.98952,38.98951579
1679665679,38.989537,38.98954,38.98952,38.989511,38.98950644
1679665680,38.989526,38.989528,38.989513,38.989504,38.9894971
1679665681,38.989516,38.989521,38.989503,38.989504,38.98948775
1679665682,38.989507,38.989515,38.9895,38.989502,38.9894784
1679665683,38.989502,38.98951,38.9895,38.989502,38.98946905
1679665684,38.989504,38.989507,38.9895,38.989501,38.9894597
1679665685,38.989504,38.989505,38.9895,38.989494,38.98945035
1679665686,38.989504,38.989502,38.9895,38.989485,38.989441
1679665687,38.989502,38.989498,38.989498,38.989475,38.98943165
1679665688,38.989499,38.989492,38.98949,38.989465,38.9894223
1679665689,38.989492,38.989488,38.989482,38.989456,38.98941295
1679665690,38.989483,38.989483,38.989472,38.989445,38.9894036
1679665691,38.989474,38.989475,38.989462,38.989435,38.98939425
1679665692,38.989467,38.98947,38.98945,38.989425,38.9893849
1679665693,38.98946,38.989462,38.989442,38.989416,38.98937555
1679665694,38.98945,38.989455,38.989432,38.989406,38.9893662
1679665696,38.989441,38.989438,38.989413,38.989385,38.9893475
1679665697,38.98942,38.98943,38.989402,38.989375,38.98933815
1679665698,38.989409,38.989423,38.98939,38.989364,38.9893288
1679665699,38.989399,38.989415,38.98938,38.989354,38.98931946
1679665700,38.989387,38.989407,38.98937,38.989343,38.98931011
1679665701,38.989377,38.989397,38.98936,38.989333,38.98930076
1679665702,38.989366,38.989385,38.989352,38.989322,38.98929141
1679665703,38.989355,38.989373,38.989342,38.989311,38.98928206
1679665704,38.989344,38.989358,38.989333,38.9893,38.98927271
1679665705,38.989332,38.989343,38.989325,38.989291,38.98926336
1679665706,38.989321,38.98933,38.989317,38.989281,38.98925401
1679665707,38.989309,38.989312,38.989305,38.989271,38.98924466
1679665708,38.9893,38.989298,38.989295,38.989262,38.98923531
1679665709,38.989291,38.989287,38.989287,38.989253,38.98922596
1679665710,38.989281,38.989275,38.989277,38.989244,38.98921661
1679665711,38.989268,38.989261,38.989263,38.989232,38.98920726
1679665712,38.989256,38.98925,38.989253,38.989221,38.98919791
1679665714,38.989245,38.989236,38.989236,38.989201,38.98917921
1679665715,38.989222,38.989228,38.989226,38.989191,38.98916986
1679665716,38.98921,38.989221,38.989215,38.989181,38.98916051
1679665717,38.989198,38.989216,38.989206,38.989171,38.98915116
1679665718,38.989186,38.989213,38.989196,38.989161,38.98914182
1679665719,38.989174,38.989208,38.989185,38.989151,38.98913247
1679665720,38.989164,38.9892,38.989173,38.989141,38.98912312
1679665721,38.989156,38.98919,38.989163,38.989132,38.98911377
1679665722,38.989144,38.989181,38.989153,38.989122,38.98910442
1679665723,38.989133,38.989173,38.989145,38.989112,38.98909507
1679665724,38.989122,38.989165,38.989135,38.989102,38.98908572
1679665725,38.989113,38.989155,38.989125,38.989093,38.98907637
1679665726,38.989106,38.989148,38.989115,38.989087,38.98906702
1679665733,38.989063,38.989098,38.989063,38.989038,38.98900157
1679665734,38.989052,38.98909,38.989053,38.98903,38.98899222
1679665735,38.98904,38.989083,38.989043,38.989022,38.98898287
1679665736,38.989031,38.989075,38.989033,38.989014,38.98897352
1679665737,38.989024,38.989065,38.989023,38.989004,38.98896418
1679665738,38.989014,38.989056,38.989013,38.988995,38.98895483
1679665739,38.989006,38.989048,38.989001,38.988985,38.98894548
1679665740,38.988996,38.989036,38.988991,38.988977,38.98893613
1679665741,38.988984,38.989021,38.988981,38.988967,38.98892678
1679665742,38.988975,38.98901,38.988973,38.988957,38.98891743
1679665743,38.988968,38.988996,38.988961,38.988946,38.98890808
1679665744,38.988957,38.988985,38.988948,38.988937,38.98889873
1679665745,38.988946,38.988971,38.988936,38.988929,38.98888938
1679665746,38.988936,38.988956,38.988925,38.98892,38.98888003
1679665747,38.98892,38.988943,38.988916,38.988913,38.98887068
1679665748,38.988911,38.988934,38.988908,38.988904,38.98886133
1679665750,38.988901,38.988918,38.988889,38.988883,38.98884263
1679665751,38.988875,38.988906,38.988881,38.988872,38.98883328
1679665752,38.988861,38.988896,38.988873,38.98886,38.98882393
1679665753,38.988855,38.988884,38.988861,38.988849,38.98881458
1679665754,38.988844,38.988871,38.988851,38.988841,38.98880523
1679665755,38.988832,38.988863,38.988843,38.988834,38.98879589
1679665756,38.988823,38.988853,38.988831,38.988828,38.98878654
1679665757,38.988812,38.988844,38.988821,38.988823,38.98877719
1679665758,38.9888,38.988834,38.988813,38.988813,38.98876784
1679665759,38.988789,38.988823,38.988806,38.988801,38.98875849
1679665760,38.988778,38.988813,38.988798,38.988786,38.98874914
1679665761,38.988772,38.988801,38.988789,38.988771,38.98873979
1679665762,38.988764,38.988786,38.988779,38.988757,38.98873044
1679665763,38.988754,38.988774,38.98877,38.988747,38.98872109
1679665764,38.988741,38.988768,38.988756,38.988741,38.98871174
1679665765,38.98873,38.988761,38.988744,38.988735,38.98870239
1679665766,38.988722,38.988749,38.988733,38.988727,38.98869304
1679665769,38.988691,38.988721,38.988698,38.988703,38.98866499
1679665769,38.988691,38.988721,38.988698,38.988688,38.98866499
1679665770,38.988681,38.988714,38.988686,38.988673,38.98865564
1679665771,38.988669,38.988706,38.988674,38.988659,38.98864629
1679665772,38.988658,38.988693,38.988659,38.988646,38.98863694
1679665773,38.988646,38.988684,38.988651,38.988639,38.98862759
1679665774,38.988634,38.988676,38.988639,38.988633,38.98861825
1679665775,38.988624,38.988671,38.988631,38.988628,38.9886089
1679665776,38.988616,38.988661,38.98862,38.988618,38.98859955
1679665777,38.988608,38.988656,38.988608,38.988604,38.9885902
1679665778,38.9886,38.988644,38.988598,38.98859,38.98858085
1679665779,38.98859,38.988631,38.988589,38.98858,38.9885715
1679665780,38.988581,38.98862,38.988579,38.988572,38.98856215
1679665781,38.98857,38.988611,38.988567,38.988567,38.9885528
1679665782,38.98856,38.988599,38.988557,38.98856,38.98854345
1679665783,38.98855,38.988588,38.988549,38.98855,38.9885341
1679665784,38.988539,38.988577,38.988539,38.988538,38.98852475
1679665786,38.988527,38.988556,38.988516,38.98851,38.98850605
1679665787,38.988507,38.988541,38.988506,38.9885,38.9884967
1679665788,38.988497,38.988528,38.988493,38.98849,38.98848735
1679665789,38.988484,38.988514,38.988481,38.988483,38.988478
1679665790,38.988472,38.988504,38.988469,38.988478,38.98846865
1679665791,38.988465,38.988491,38.988459,38.988468,38.9884593
1679665792,38.988459,38.988476,38.988451,38.988454,38.98844995
1679665793,38.988451,38.988459,38.988442,38.988436,38.98844061
1679665794,38.988442,38.988446,38.988431,38.988423,38.98843126
1679665795,38.988433,38.988434,38.988419,38.988414,38.98842191
1679665796,38.988422,38.988423,38.988411,38.988408,38.98841256
1679665797,38.988412,38.988417,38.988403,38.988405,38.98840321
1679665798,38.988403,38.988409,38.988394,38.988398,38.98839386
1679665799,38.988394,38.988396,38.988388,38.988385,38.98838451
1679665800,38.988385,38.988386,38.988379,38.988375,38.98837516
1679665801,38.988376,38.988371,38.988368,38.988366,38.98836581
1679665802,38.988366,38.988359,38.988359,38.988359,38.98835646
1679665804,38.988356,38.988336,38.988341,38.988347,38.98833776
1679665805,38.988337,38.988322,38.988333,38.988337,38.98832841
1679665806,38.988328,38.988311,38.988324,38.988321,38.98831906
1679665807,38.988318,38.988301,38.988311,38.988309,38.98830971
1679665808,38.988306,38.988292,38.988301,38.9883,38.98830036
1679665809,38.988295,38.988286,38.98829,38.98829,38.98829101
1679665810,38.988285,38.988276,38.988279,38.98828,38.98828166
1679665811,38.988274,38.988266,38.988267,38.98827,38.98827231
1679665812,38.988265,38.988257,38.988255,38.988259,38.98826297
1679665813,38.988253,38.988245,38.988244,38.988248,38.98825362
1679665814,38.988243,38.988235,38.988234,38.988237,38.98824427
1679665815,38.988234,38.988226,38.988226,38.988227,38.98823492
1679665816,38.988225,38.988217,38.988216,38.988218,38.98822557
1679665817,38.988215,38.98821,38.988206,38.988208,38.98821622
1679665818,38.988207,38.988202,38.988194,38.988198,38.98820687
1679665819,38.988198,38.988194,38.988185,38.988188,38.98819752
1679665820,38.988188,38.988185,38.988174,38.988178,38.98818817
1679665822,38.988177,38.988171,38.988154,38.988157,38.98816947
1679665823,38.988155,38.988165,38.988146,38.988146,38.98816012
1679665824,38.988145,38.988161,38.988136,38.988135,38.98815077
1679665825,38.988137,38.988154,38.988124,38.988126,38.98814142
1679665826,38.988126,38.988146,38.988117,38.988117,38.98813207
1679665827,38.988117,38.988134,38.988111,38.988108,38.98812272
1679665828,38.988109,38.988124,38.988102,38.988099,38.98811337
1679665829,38.9881,38.988116,38.988092,38.98809,38.98810402
1679665830,38.988091,38.988105,38.988081,38.988081,38.98809467
1679665831,38.988082,38.988099,38.98807,38.988071,38.98808533
1679665832,38.98807,38.988091,38.988062,38.988062,38.98807598
1679665833,38.988059,38.988081,38.988054,38.988052,38.98806663
1679665834,38.988051,38.988069,38.988044,38.988043,38.98805728
1679665835,38.988043,38.988059,38.988034,38.988033,38.98804793
1679665836,38.988033,38.988049,38.988024,38.988022,38.98803858
1679665837,38.988022,38.988039,38.988014,38.988011,38.98802923
1679665838,38.988012,38.988031,38.988004,38.988001,38.98801988
1679665840,38.988005,38.988014,38.987982,38.987981,38.98800118
1679665841,38.987987,38.988002,38.987972,38.98797,38.98799183
1679665842,38.987976,38.987992,38.987962,38.987961,38.98798248
1679665843,38.987963,38.987986,38.987951,38.987952,38.98797313
1679665844,38.987951,38.987976,38.987941,38.987942,38.98796378
1679665845,38.987942,38.987965,38.987931,38.987933,38.98795443
1679665846,38.987932,38.987955,38.987925,38.987923,38.98794508
1679665847,38.987924,38.987944,38.987917,38.987912,38.98793573
1679665848,38.987917,38.987932,38.987907,38.987902,38.98792638
1679665849,38.987908,38.987917,38.9879,38.987892,38.98791703
1679665850,38.987898,38.987904,38.987892,38.987883,38.98790769
1679665851,38.987887,38.987894,38.98788,38.987873,38.98789834
1679665852,38.987878,38.987884,38.987874,38.987863,38.98788899
1679665853,38.987869,38.98787,38.987863,38.987853,38.98787964
1679665854,38.987859,38.987859,38.987855,38.987839,38.98787029
1679665855,38.987852,38.987849,38.987847,38.987827,38.98786094
1679665856,38.987841,38.987835,38.987839,38.987817,38.98785159
1679665858,38.98783,38.98781,38.987815,38.987799,38.98783289
1679665859,38.98781,38.987802,38.987809,38.987789,38.98782354
1679665860,38.987801,38.98779,38.987799,38.98778,38.98781419
1679665861,38.987792,38.98778,38.987789,38.98777,38.98780484
1679665862,38.987781,38.987767,38.987777,38.98776,38.98779549
1679665863,38.987771,38.987757,38.987767,38.98775,38.98778614
1679665864,38.98776,38.987747,38.987755,38.987739,38.98777679
1679665865,38.98775,38.987737,38.987744,38.987728,38.98776744
1679665866,38.98774,38.987727,38.987735,38.987719,38.98775809
1679665867,38.987731,38.987715,38.987725,38.987709,38.98774874
1679665868,38.987723,38.987705,38.987713,38.987698,38.98773939
1679665869,38.987713,38.987694,38.987702,38.987687,38.98773005
1679665870,38.987703,38.987684,38.987694,38.987677,38.9877207
1679665871,38.987692,38.987677,38.987682,38.987667,38.98771135
1679665872,38.987682,38.98767,38.98767,38.987657,38.987702
1679665873,38.987671,38.987665,38.987662,38.987648,38.98769265
1679665874,38.987662,38.987654,38.987654,38.987639,38.9876833
1679665876,38.987654,38.987633,38.987639,38.987622,38.9876646
1679665877,38.987634,38.987625,38.987629,38.987613,38.98765525
1679665878,38.987624,38.987615,38.98762,38.987604,38.9876459
1679665879,38.987616,38.987607,38.987612,38.987594,38.98763655
1679665880,38.987607,38.987595,38.987603,38.987586,38.9876272
1679665881,38.987599,38.987585,38.987593,38.987577,38.98761785
1679665882,38.987589,38.987573,38.987585,38.987569,38.9876085
1679665883,38.987578,38.987567,38.987577,38.987559,38.98759915
1679665884,38.987565,38.987558,38.987567,38.987551,38.9875898
1679665885,38.987555,38.98755,38.987555,38.987542,38.98758045
1679665886,38.987546,38.98754,38.987547,38.987533,38.9875711
1679665887,38.98754,38.98753,38.987538,38.987524,38.98756175
1679665888,38.98753,38.987522,38.98753,38.987513,38.98755241
1679665889,38.987521,38.987517,38.98752,38.987504,38.98754306
1679665890,38.987511,38.987517,38.987513,38.987495,38.98753371
1679665891,38.987502,38.987512,38.987507,38.987485,38.98752436
1679665892,38.987492,38.987502,38.9875,38.987477,38.98751501
1679665894,38.987482,38.987483,38.987473,38.987458,38.98749631
1679665895,38.987459,38.987477,38.987462,38.987449,38.98748696
1679665896,38.987449,38.98747,38.98745,38.987441,38.98747761
1679665897,38.987439,38.987458,38.987438,38.987431,38.98746826
1679665898,38.987429,38.98745,38.987428,38.987421,38.98745891
1679665899,38.987419,38.98744,38.987417,38.987412,38.98744956
1679665900,38.987409,38.98743,38.987407,38.987402,38.98744021
1679665901,38.9874,38.987422,38.987397,38.987392,38.98743086
1679665902,38.987391,38.987413,38.987388,38.987383,38.98742151
1679665903,38.98738,38.987405,38.98738,38.987373,38.98741216
1679665904,38.987373,38.987395,38.98737,38.987363,38.98740281
1679665905,38.987366,38.987385,38.987362,38.987353,38.98739346
1679665906,38.987356,38.987375,38.987352,38.987343,38.98738411
1679665907,38.987349,38.987367,38.987343,38.987334,38.98737477
1679665908,38.98734,38.98736,38.987337,38.987325,38.98736542
1679665909,38.98733,38.987352,38.98733,38.987316,38.98735607
1679665910,38.987319,38.987347,38.98732,38.987306,38.98734672
1679665912,38.987312,38.987331,38.987301,38.987286,38.98732802
1679665913,38.987296,38.987322,38.987291,38.987277,38.98731867
1679665914,38.987287,38.987311,38.987283,38.987268,38.98730932
1679665915,38.98728,38.9873,38.987275,38.987259,38.98729997
1679665916,38.987271,38.987291,38.987265,38.98725,38.98729062
1679665917,38.987264,38.98728,38.987258,38.987239,38.98728127
1679665918,38.987259,38.987268,38.98725,38.987229,38.98727192
1679665919,38.987252,38.987258,38.987241,38.987219,38.98726257
1679665920,38.987243,38.987245,38.98723,38.98721,38.98725322
1679665921,38.987234,38.987231,38.987221,38.987201,38.98724387
1679665922,38.987227,38.987223,38.987211,38.98719,38.98723452
1679665923,38.987219,38.98721,38.987201,38.987181,38.98722517
1679665924,38.987211,38.9872,38.98719,38.987171,38.98721582
1679665925,38.987201,38.987191,38.987181,38.987163,38.98720648
1679665926,38.98719,38.987183,38.987171,38.987154,38.98719713
1679665927,38.987181,38.987178,38.987163,38.987146,38.98718778
1679665928,38.987171,38.987168,38.987155,38.987138,38.98717843
1679665930,38.987163,38.98715,38.987137,38.987119,38.98715973
1679665931,38.987143,38.987143,38.987125,38.987109,38.98715038
1679665932,38.987134,38.987137,38.987113,38.9871,38.98714103
1679665933,38.987124,38.987131,38.987103,38.987091,38.98713168
1679665934,38.987116,38.987126,38.987095,38.987083,38.98712233
1679665935,38.987108,38.98712,38.987086,38.987073,38.98711298
1679665936,38.987098,38.987113,38.987078,38.987063,38.98710363
1679665937,38.987086,38.987106,38.987067,38.987053,38.98709428
1679665938,38.987075,38.9871,38.987056,38.987043,38.98708493
1679665939,38.987066,38.98709,38.987043,38.987034,38.98707558
1679665940,38.987056,38.98708,38.987031,38.987024,38.98706623
1679665941,38.987047,38.98707,38.987021,38.987013,38.98705688
1679665942,38.987039,38.987058,38.987011,38.987002,38.98704753
1679665943,38.98703,38.987046,38.987001,38.986992,38.98703818
1679665944,38.987021,38.987035,38.98699,38.986982,38.98702884
1679665945,38.987014,38.987025,38.98698,38.986972,38.98701949
1679665946,38.987008,38.987018,38.98697,38.986964,38.98701014
1679665948,38.986999,38.987001,38.986951,38.986945,38.98699144
1679665949,38.986978,38.986993,38.986941,38.986935,38.98698209
1679665950,38.986969,38.986981,38.986931,38.986924,38.98697274
1679665951,38.986958,38.986973,38.986924,38.986914,38.98696339
1679665952,38.986948,38.986961,38.986914,38.986903,38.98695404
1679665953,38.986938,38.986949,38.986903,38.986893,38.98694469
1679665954,38.986928,38.986943,38.986891,38.986883,38.98693534
1679665955,38.986918,38.986936,38.986883,38.986873,38.98692599
1679665956,38.986909,38.986923,38.986873,38.986863,38.98691664
1679665957,38.986901,38.986914,38.986864,38.986852,38.98690729
1679665958,38.986891,38.986906,38.986856,38.986841,38.98689794
1679665959,38.986881,38.986898,38.986846,38.986831,38.98688859
1679665960,38.986869,38.986886,38.986836,38.98682,38.98687924
1679665961,38.986857,38.986873,38.986825,38.98681,38.98686989
1679665962,38.986846,38.986866,38.986813,38.986799,38.98686054
1679665963,38.986835,38.986856,38.986801,38.986787,38.9868512
1679665964,38.986826,38.986844,38.986793,38.986777,38.98684185
1679665966,38.986815,38.986821,38.986768,38.986758,38.98682315
1679665967,38.986792,38.986809,38.986756,38.986749,38.9868138
1679665968,38.98678,38.986798,38.986748,38.98674,38.98680445
1679665969,38.986769,38.986788,38.986738,38.98673,38.9867951
1679665970,38.986759,38.986774,38.986729,38.98672,38.98678575
1679665971,38.986746,38.986764,38.98672,38.98671,38.9867764
1679665972,38.986734,38.986753,38.98671,38.9867,38.98676705
1679665973,38.986722,38.986741,38.986699,38.986689,38.9867577
1679665974,38.986711,38.986729,38.986688,38.986679,38.98674835
1679665975,38.986701,38.98672,38.986679,38.986669,38.986739
1679665976,38.986694,38.98671,38.986671,38.986658,38.98672965
1679665977,38.986684,38.986696,38.986663,38.986648,38.9867203
1679665978,38.986673,38.986685,38.986654,38.986637,38.98671095
1679665979,38.986662,38.986671,38.986644,38.986627,38.9867016
1679665980,38.986653,38.986661,38.986633,38.986617,38.98669225
1679665981,38.986643,38.986653,38.986623,38.986606,38.9866829
1679665982,38.986631,38.986646,38.986611,38.986596,38.98667356
1679665984,38.986619,38.986626,38.986589,38.986576,38.98665486
1679665985,38.986598,38.986618,38.986579,38.986568,38.98664551
1679665986,38.986589,38.986608,38.986569,38.986561,38.98663616
1679665987,38.986579,38.986597,38.986559,38.986552,38.98662681
1679665988,38.98657,38.986589,38.986551,38.986544,38.98661746
1679665989,38.98656,38.986579,38.986542,38.986534,38.98660811
1679665990,38.986548,38.986571,38.986532,38.986524,38.98659876
1679665991,38.986537,38.986564,38.986524,38.986513,38.98658941
1679665992,38.986527,38.986559,38.986516,38.986504,38.98658006
1679665993,38.986518,38.986552,38.986506,38.986495,38.98657071
1679665994,38.986509,38.986544,38.986496,38.986485,38.98656136
1679665995,38.986498,38.986536,38.986488,38.986477,38.98655201
1679665996,38.986488,38.986526,38.986478,38.986468,38.98654266
1679665997,38.986479,38.986519,38.986466,38.986459,38.98653331
1679665998,38.986471,38.986513,38.986458,38.986449,38.98652396
1679665999,38.986462,38.986506,38.986447,38.986439,38.98651461
1679666000,38.986455,38.986497,38.986437,38.986429,38.98650526
1679666002,38.98645,38.986481,38.986419,38.986408,38.98648657
1679666003,38.986435,38.986469,38.986408,38.986398,38.98647722
1679666004,38.986427,38.986461,38.986399,38.986388,38.98646787
1679666005,38.986417,38.986451,38.986392,38.986379,38.98645852
1679666006,38.986406,38.986443,38.986384,38.98637,38.98644917
1679666007,38.986396,38.986433,38.986374,38.98636,38.98643982
1679666008,38.986385,38.986424,38.986366,38.986351,38.98643047
1679666009,38.986371,38.986414,38.986357,38.986341,38.98642112
1679666010,38.986358,38.986406,38.986351,38.986331,38.98641177
1679666011,38.986347,38.986396,38.986338,38.986321,38.98640242
1679666012,38.986337,38.986384,38.986329,38.986311,38.98639307
1679666013,38.986326,38.986374,38.986321,38.986302,38.98638372
1679666014,38.986312,38.986364,38.986309,38.986292,38.98637437
1679666015,38.9863,38.986354,38.986297,38.986281,38.98636502
1679666016,38.986291,38.986344,38.986289,38.98627,38.98635567
1679666017,38.98628,38.986334,38.986279,38.986262,38.98634632
1679666018,38.986268,38.986326,38.986269,38.986252,38.98633697
1679666020,38.986257,38.986304,38.986244,38.986235,38.98631828
1679666021,38.986232,38.986292,38.986234,38.986225,38.98630893
1679666022,38.986222,38.986281,38.986227,38.986216,38.98629958
1679666023,38.986212,38.986267,38.98622,38.986206,38.98629023
1679666024,38.986203,38.986256,38.986216,38.986195,38.98628088
1679666025,38.986195,38.986244,38.986209,38.986186,38.98627153
1679666026,38.986187,38.986232,38.986202,38.986176,38.98626218
1679666027,38.986177,38.98622,38.986194,38.986165,38.98625283
1679666028,38.986169,38.986207,38.986185,38.986156,38.98624348
1679666029,38.986162,38.986192,38.986177,38.986147,38.98623413
1679666030,38.986152,38.986184,38.986169,38.986138,38.98622478
1679666031,38.986143,38.986174,38.986159,38.98613,38.98621543
1679666032,38.986134,38.98616,38.986152,38.98612,38.98620608
1679666033,38.986125,38.98615,38.986142,38.98611,38.98619673
1679666034,38.986119,38.986141,38.986134,38.9861,38.98618738
1679666035,38.986113,38.986127,38.986124,38.986091,38.98617803
1679666036,38.986108,38.986121,38.986114,38.986081,38.98616868
1679666038,38.986099,38.986106,38.986096,38.986063,38.98614998
1679666039,38.986083,38.986099,38.986087,38.986054,38.98614064
1679666040,38.986074,38.986087,38.986074,38.986045,38.98613129
1679666041,38.986065,38.986076,38.986064,38.986037,38.98612194
1679666042,38.986054,38.986067,38.986054,38.986029,38.98611259
1679666043,38.986044,38.986059,38.986044,38.986019,38.98610324
1679666044,38.986035,38.986056,38.986039,38.986011,38.98609389
1679666045,38.986025,38.986045,38.986029,38.986002,38.98608454
1679666046,38.986019,38.986039,38.986019,38.985994,38.98607519
1679666055,38.985961,38.985945,38.985934,38.985913,38.98599104
1679666056,38.985951,38.985932,38.985925,38.985904,38.98598169
1679666057,38.985928,38.985919,38.985917,38.985896,38.98597234
1679666058,38.985919,38.985909,38.985909,38.985885,38.985963
1679666059,38.985907,38.985899,38.9859,38.985876,38.98595365
1679666060,38.985897,38.98589,38.985892,38.985871,38.9859443
1679666061,38.985888,38.98588,38.985885,38.985869,38.98593495
1679666062,38.985879,38.985874,38.985877,38.985863,38.9859256
1679666063,38.985872,38.985865,38.985869,38.985851,38.98591625
1679666064,38.985859,38.985857,38.985859,38.985838,38.9859069
1679666065,38.985846,38.985847,38.985849,38.985828,38.98589755
1679666066,38.985834,38.985839,38.985839,38.985821,38.9858882
1679666067,38.985823,38.98583,38.98583,38.985817,38.98587885
1679666068,38.985811,38.98582,38.98582,38.985809,38.9858695
1679666069,38.985802,38.98581,38.985812,38.985798,38.98586015
1679666070,38.985794,38.985803,38.985803,38.985785,38.9858508
1679666071,38.985785,38.985799,38.985792,38.985773,38.98584145
1679666072,38.985776,38.985787,38.985782,38.985763,38.9858321
1679666074,38.985765,38.985772,38.985762,38.985752,38.9858134
1679666075,38.98575,38.985762,38.985754,38.985744,38.98580405
1679666076,38.985741,38.985749,38.985742,38.985731,38.9857947
1679666077,38.985732,38.98574,38.98573,38.985715,38.98578536
1679666078,38.985722,38.985729,38.985719,38.985701,38.98577601
1679666079,38.985715,38.985717,38.985709,38.985692,38.98576666
1679666080,38.985706,38.985707,38.985697,38.985686,38.98575731
1679666081,38.985698,38.985695,38.985685,38.985677,38.98574796
1679666082,38.985689,38.985687,38.985677,38.985665,38.98573861
1679666083,38.985679,38.985673,38.985668,38.985654,38.98572926
1679666084,38.985668,38.985663,38.985658,38.985643,38.98571991
1679666085,38.985661,38.985653,38.98565,38.985633,38.98571056
1679666086,38.985651,38.985645,38.985642,38.985623,38.98570121
1679666087,38.985643,38.985633,38.98563,38.985612,38.98569186
1679666088,38.985635,38.985622,38.985622,38.985602,38.98568251
1679666089,38.985627,38.985612,38.985612,38.985593,38.98567316
1679666090,38.985616,38.985603,38.985603,38.985583,38.98566381
1679666092,38.985604,38.98558,38.985585,38.985565,38.98564511
1679666093,38.985585,38.985577,38.985577,38.985554,38.98563576
1679666094,38.985576,38.985575,38.985568,38.985543,38.98562641
1679666095,38.985568,38.985565,38.985557,38.985534,38.98561707
1679666096,38.985559,38.985555,38.985548,38.985524,38.98560772
1679666097,38.98555,38.985547,38.985542,38.985515,38.98559837
1679666098,38.985541,38.985538,38.98553,38.985506,38.98558902
1679666099,38.985531,38.985688,38.98572,38.985496,38.98557967
1679666100,38.985521,38.985522,38.98551,38.985487,38.98557032
1679666101,38.985514,38.985513,38.9855,38.985479,38.98556097
1679666102,38.985506,38.985503,38.985492,38.985471,38.98555162
1679666103,38.985498,38.985497,38.985485,38.985463,38.98554227
1679666104,38.985491,38.985488,38.985475,38.985455,38.98553292
1679666105,38.985482,38.985478,38.985467,38.985445,38.98552357
1679666106,38.985475,38.985473,38.985458,38.985437,38.98551422
1679666107,38.985468,38.985463,38.98545,38.985428,38.98550487
1679666108,38.985459,38.985457,38.98544,38.985418,38.98549552
1679666110,38.985451,38.985443,38.98542,38.985398,38.98547682
1679666111,38.985429,38.985435,38.98541,38.985389,38.98546747
1679666112,38.985418,38.985427,38.9854,38.98538,38.98545812
1679666113,38.985407,38.98542,38.98539,38.98537,38.98544877
1679666114,38.985398,38.985413,38.985382,38.985361,38.98543943
1679666115,38.985388,38.985405,38.985373,38.985351,38.98543008
1679666116,38.985378,38.985397,38.985365,38.985342,38.98542073
1679666117,38.985367,38.985388,38.985357,38.985334,38.98541138
1679666118,38.985356,38.985377,38.98535,38.985326,38.98540203
1679666119,38.985347,38.985367,38.985342,38.985317,38.98539268
1679666120,38.985336,38.985357,38.985332,38.985308,38.98538333
1679666121,38.985325,38.985352,38.985325,38.985298,38.98537398
1679666122,38.985314,38.985343,38.985315,38.985289,38.98536463
1679666123,38.985304,38.985337,38.985307,38.98528,38.98535528
1679666124,38.985295,38.985328,38.985298,38.98527,38.98534593
1679666125,38.985285,38.985318,38.98529,38.985261,38.98533658
1679666126,38.985275,38.98531,38.985283,38.985253,38.98532723
1679666128,38.985267,38.985293,38.985265,38.985236,38.98530853
1679666129,38.98525,38.985283,38.985255,38.985227,38.98529918
1679666130,38.98524,38.985273,38.985245,38.985218,38.98528983
1679666131,38.985233,38.985265,38.985235,38.98521,38.98528048
1679666132,38.985225,38.985256,38.985227,38.985202,38.98527113
1679666133,38.98522,38.98525,38.985218,38.985194,38.98526179
1679666134,38.985211,38.985243,38.98521,38.985186,38.98525244
1679666135,38.985203,38.985235,38.9852,38.985177,38.98524309
